SNo,Dashboard,Module,Method,Endpoint,Status
32,Admin,"13. Admin Dashboard – Settings (Mobile)",GET,/api/admin/settings/legal,Done
33,Admin,"13. Admin Dashboard – Settings (Mobile)",GET,/api/admin/settings/payment,Done
34,Admin,"13. Admin Dashboard – Settings (Mobile)",GET,/api/admin/settings/shop,Done
35,Admin,"13. Admin Dashboard – Settings (Mobile)",GET,/api/admin/settings/system,Done
36,Admin,"13. Admin Dashboard – Settings (Mobile)",GET,/api/admin/settings/theme,Done
37,Admin,"13. Admin Dashboard – Settings (Mobile)",POST,/api/admin/settings/export-data,Done
38,Admin,"13. Admin Dashboard – Settings (Mobile)",PUT,/api/admin/settings/language,Done
39,Admin,"13. Admin Dashboard – Settings (Mobile)",PUT,/api/admin/settings/payment,Done
40,Admin,"13. Admin Dashboard – Settings (Mobile)",PUT,/api/admin/settings/shop,Done
41,Admin,"13. Admin Dashboard – Settings (Mobile)",PUT,/api/admin/settings/system,Done
42,Admin,"13. Admin Dashboard – Settings (Mobile)",PUT,/api/admin/settings/theme,Done
43,"Area Manager",Analytics,GET,/api/area-manager/analytics/customer-satisfaction,Pending
44,"Area Manager",Analytics,GET,/api/area-manager/analytics/performance,Pending
45,"Area Manager",Analytics,GET,/api/area-manager/analytics/revenue,Pending
46,"Area Manager",Analytics,GET,/api/area-manager/analytics/visits,Pending
47,"Area Manager","Dashboard Overview",GET,/api/area-manager/dashboard/active-regions,Pending
48,"Area Manager","Dashboard Overview",GET,/api/area-manager/dashboard/alerts,Pending
49,"Area Manager","Dashboard Overview",GET,/api/area-manager/dashboard/kpis,Pending
50,"Area Manager","Dashboard Overview",GET,/api/area-manager/dashboard/summary,Pending
51,"Area Manager",Profile,GET,/api/area-manager/profile,Pending
52,"Area Manager",Profile,PUT,/api/area-manager/profile,Pending
53,"Area Manager",Profile,PUT,/api/area-manager/profile/password,Pending
54,"Area Manager","Region Map",GET,/api/area-manager/regions,Pending
55,"Area Manager","Region Map",GET,/api/area-manager/regions/{id}/live-status,Pending
56,"Area Manager","Region Map",GET,/api/area-manager/regions/{id}/map-data,Pending
57,"Area Manager","Region Map",GET,/api/area-manager/regions/{id}/technicians,Pending
58,"Area Manager",Reports,GET,/api/area-manager/reports,Pending
59,"Area Manager",Reports,GET,/api/area-manager/reports/{id},Pending
60,"Area Manager",Reports,GET,/api/area-manager/reports/{id}/download,Pending
61,"Area Manager",Reports,POST,/api/area-manager/reports/generate,Pending
62,"Area Manager","Team Leaders Management",DELETE,/api/area-manager/team-leaders/{id},Pending
63,"Area Manager","Team Leaders Management",GET,/api/area-manager/team-leaders,Pending
64,"Area Manager","Team Leaders Management",GET,/api/area-manager/team-leaders/{id},Pending
65,"Area Manager","Team Leaders Management",POST,/api/area-manager/team-leaders,Pending
66,"Area Manager","Team Leaders Management",PUT,/api/area-manager/team-leaders/{id},Pending
67,Client,"3. Client Dashboard – Profile",GET,/api/auth/profile,Done
68,Client,"3. Client Dashboard – Profile",POST,/api/auth/forgot-password,Done
69,Client,"3. Client Dashboard – Profile",POST,/api/auth/logout,Done
70,Client,"3. Client Dashboard – Profile",POST,/api/auth/reset-password,Done
71,Client,"3. Client Dashboard – Profile",POST,/api/auth/verify-otp,Done
72,Client,"4. Client Dashboard – Subscriptions",DELETE,/api/subscriptions/{id},Done
73,Client,"4. Client Dashboard – Subscriptions",GET,/api/subscriptions,Done
74,Client,"4. Client Dashboard – Subscriptions",GET,/api/subscriptions/plans,Done
75,Client,"4. Client Dashboard – Subscriptions",GET,/api/subscriptions/{id},Done
76,Client,"4. Client Dashboard – Subscriptions",POST,/api/subscriptions,Done
77,Client,"4. Client Dashboard – Subscriptions",POST,/api/subscriptions/{id}/mark-paid,Done
78,Client,"4. Client Dashboard – Subscriptions",PUT,/api/subscriptions/{id},Done
79,Client,"5. Client Dashboard – Banners (Public)",GET,/api/banners,Done
80,Client,"6. Client Dashboard – Visits",DELETE,/api/visits/{id}/photos/{id},Done
81,Client,"6. Client Dashboard – Visits",GET,/api/visits,Done
82,Client,"6. Client Dashboard – Visits",GET,/api/visits/{id},Done
83,Client,"6. Client Dashboard – Visits",POST,/api/visits,Done
84,Client,"6. Client Dashboard – Visits",POST,/api/visits/{id}/upload-photo,Done
85,Client,"6. Client Dashboard – Visits",PUT,/api/visits/{id},Done
86,Client,"7. Client Dashboard – Reports",GET,/api/reports,Done
87,Client,"7. Client Dashboard – Reports",GET,/api/reports/{id},Done
88,Client,"7. Client Dashboard – Reports",POST,/api/reports,Done
89,Client,"8. Client Dashboard – Shop & Orders",DELETE,/api/shop/cart/{id},Done
90,Client,"8. Client Dashboard – Shop & Orders",GET,/api/orders,Done
91,Client,"8. Client Dashboard – Shop & Orders",GET,/api/orders/{id},Done
92,Client,"8. Client Dashboard – Shop & Orders",GET,/api/orders/{id}/track,Done
93,Client,"8. Client Dashboard – Shop & Orders",GET,/api/shop/cart,Done
94,Client,"8. Client Dashboard – Shop & Orders",GET,/api/shop/categories,Done
95,Client,"8. Client Dashboard – Shop & Orders",GET,/api/shop/categories/{id},Done
96,Client,"8. Client Dashboard – Shop & Orders",GET,/api/shop/checkout/payment-methods,Done
97,Client,"8. Client Dashboard – Shop & Orders",GET,/api/shop/checkout/review,Done
98,Client,"8. Client Dashboard – Shop & Orders",GET,/api/shop/order-summary,Done
99,Client,"8. Client Dashboard – Shop & Orders",GET,/api/shop/orders,Done
100,Client,"8. Client Dashboard – Shop & Orders",GET,/api/shop/orders/guest,Done
101,Client,"8. Client Dashboard – Shop & Orders",GET,/api/shop/orders/guest/track,Done
102,Client,"8. Client Dashboard – Shop & Orders",GET,/api/shop/orders/{id},Done
103,Client,"8. Client Dashboard – Shop & Orders",GET,/api/shop/payments,Done
104,Client,"8. Client Dashboard – Shop & Orders",GET,/api/shop/payments/{id},Done
105,Client,"8. Client Dashboard – Shop & Orders",GET,/api/shop/settings,Done
106,Client,"8. Client Dashboard – Shop & Orders",GET,/api/shop/transactions,Done
107,Client,"8. Client Dashboard – Shop & Orders",GET,/api/shop/transactions,Done
108,Client,"8. Client Dashboard – Shop & Orders",GET,/api/shop/transactions/{id},Done
109,Client,"8. Client Dashboard – Shop & Orders",GET,/api/shop/transactions/{id},Done
110,Client,"8. Client Dashboard – Shop & Orders",POST,/api/orders/{id}/cancel,Done
111,Client,"8. Client Dashboard – Shop & Orders",POST,/api/orders/{id}/rate,Done
112,Client,"8. Client Dashboard – Shop & Orders",POST,/api/shop/cart/add,Done
113,Client,"8. Client Dashboard – Shop & Orders",POST,/api/shop/checkout,Done
114,Client,"8. Client Dashboard – Shop & Orders",POST,/api/shop/create-payment-session,Done
115,Client,"8. Client Dashboard – Shop & Orders",POST,/api/shop/create-payment-session,Done
116,Client,"8. Client Dashboard – Shop & Orders",POST,/api/shop/orders/{id}/mark-paid,Done
117,Client,"8. Client Dashboard – Shop & Orders",POST,/api/shop/webhooks/checkout-com,Done
118,Client,"8. Client Dashboard – Shop & Orders",PUT,/api/orders/{id},Done
119,Client,"8. Client Dashboard – Shop & Orders",PUT,/api/shop/cart/{id},Done
120,Client,"8. Client Dashboard – Shop & Orders",PUT,/api/shop/settings,Done
121,Client,"Payment (Customer Dashboard)",DELETE,/api/user/payment-methods/{id},Pending
122,Client,"Payment (Customer Dashboard)",POST,/api/user/payment-methods,Pending
123,Client,"Payment (Customer Dashboard)",PUT,/api/user/payment-methods/{id},Pending
124,"HR Manager","Dashboard Overview",GET,/api/hr/dashboard/alerts,Pending
125,"HR Manager","Dashboard Overview",GET,/api/hr/dashboard/attendance-overview,Pending
126,"HR Manager","Dashboard Overview",GET,/api/hr/dashboard/kpis,Pending
127,"HR Manager","Dashboard Overview",GET,/api/hr/dashboard/summary,Pending
128,"HR Manager","Employee Management Expansion",DELETE,/api/hr/employees/{id},Pending
129,"HR Manager","Employee Management Expansion",GET,/api/hr/employees,Pending
130,"HR Manager","Employee Management Expansion",GET,/api/hr/employees/{id},Pending
131,"HR Manager","Employee Management Expansion",POST,/api/hr/employees,Pending
132,"HR Manager","Employee Management Expansion",POST,/api/hr/employees/{id}/status,Pending
133,"HR Manager","Employee Management Expansion",PUT,/api/hr/employees/{id},Pending
134,"HR Manager","Leave Approve/Reject",GET,/api/hr/leaves/pending-approvals,Pending
135,"HR Manager","Leave Approve/Reject",POST,/api/hr/leaves/{id}/approve,Pending
136,"HR Manager","Leave Approve/Reject",POST,/api/hr/leaves/{id}/cancel,Pending
137,"HR Manager","Leave Approve/Reject",POST,/api/hr/leaves/{id}/reject,Pending
138,"HR Manager","Leave Request System",DELETE,/api/hr/leaves/{id},Pending
139,"HR Manager","Leave Request System",GET,/api/hr/leaves,Pending
140,"HR Manager","Leave Request System",GET,/api/hr/leaves/balance/{employeeId},Pending
141,"HR Manager","Leave Request System",GET,/api/hr/leaves/{id},Pending
142,"HR Manager","Leave Request System",POST,/api/hr/leaves,Pending
143,"HR Manager","Leave Request System",PUT,/api/hr/leaves/{id},Pending
144,"HR Manager",Profile,GET,/api/hr/profile,Pending
145,"HR Manager",Profile,PUT,/api/hr/profile,Pending
146,"HR Manager",Profile,PUT,/api/hr/profile/password,Pending
147,"HR Manager",Reports,GET,/api/hr/reports,Pending
148,"HR Manager",Reports,GET,/api/hr/reports/{id}/download,Pending
149,"HR Manager",Reports,POST,/api/hr/reports/generate,Pending
150,"HR Manager","Visit Assignments",DELETE,/api/hr/visit-assignments/{id},Pending
151,"HR Manager","Visit Assignments",GET,/api/hr/visit-assignments,Pending
152,"HR Manager","Visit Assignments",POST,/api/hr/visit-assignments,Pending
153,"HR Manager","Visit Assignments",PUT,/api/hr/visit-assignments/{id},Pending
154,Other,"3a. Client Dashboard – Settings",GET,/api/client/memberships,Done
155,Other,"3a. Client Dashboard – Settings",GET,/api/client/settings/dashboard,Done
156,Other,"3b. Client Profile – All Settings (One Place) [12 requests]",DELETE,/api/user/addresses/{id},Done
157,Other,"3b. Client Profile – All Settings (One Place) [12 requests]",GET,/api/client/memberships,Done
158,Other,"3b. Client Profile – All Settings (One Place) [12 requests]",GET,/api/support/help-center,Done
159,Other,"3b. Client Profile – All Settings (One Place) [12 requests]",GET,/api/user/addresses,Done
160,Other,"3b. Client Profile – All Settings (One Place) [12 requests]",GET,/api/user/notifications,Done
161,Other,"3b. Client Profile – All Settings (One Place) [12 requests]",GET,/api/user/payment-methods,Done
162,Other,"3b. Client Profile – All Settings (One Place) [12 requests]",GET,/api/user/profile,Done
163,Other,"3b. Client Profile – All Settings (One Place) [12 requests]",POST,/api/support/tickets,Done
164,Other,"3b. Client Profile – All Settings (One Place) [12 requests]",POST,/api/user/addresses,Done
165,Other,"3b. Client Profile – All Settings (One Place) [12 requests]",POST,/api/user/notifications/clear-all,Done
166,Other,"3b. Client Profile – All Settings (One Place) [12 requests]",POST,/api/user/profile,Done
167,Other,"3b. Client Profile – All Settings (One Place) [12 requests]",PUT,/api/user/addresses/{id},Done
168,Other,"5b. Admin Dashboard – Banners",DELETE,/api/admin/banners/{id},Done
169,Other,"5b. Admin Dashboard – Banners",GET,/api/admin/banners,Done
170,Other,"5b. Admin Dashboard – Banners",GET,/api/admin/banners/{id},Done
171,Other,"5b. Admin Dashboard – Banners",POST,/api/admin/banners,Done
172,Other,"5b. Admin Dashboard – Banners",POST,/api/admin/banners/update-order,Done
173,Other,"5b. Admin Dashboard – Banners",POST,/api/admin/banners/{id},Done
174,Other,"5b. Admin Dashboard – Banners",POST,/api/admin/banners/{id}/toggle-status,Done
175,Other,"5c. Client Dashboard – Packages (Customer Home)",GET,/api/packages,Done
176,Other,"5d. Admin Dashboard – Packages",GET,/api/admin/packages,Done
177,Other,"5d. Admin Dashboard – Packages",POST,/api/admin/packages,Done
178,Other,"5d. Admin Dashboard – Packages",PUT,/api/admin/packages/1,Done
179,Other,"5e. Admin Dashboard – Orders Export",GET,/api/admin/orders/export,Done
180,Other,"5e. Admin Dashboard – Orders Export",POST,/api/admin/orders/send-to-supplier,Done
181,Other,"8b. Client Dashboard – Maintenance Photos",DELETE,/api/visits/{id}/photos/{id},Done
182,Other,"8b. Client Dashboard – Maintenance Photos",GET,/api/maintenance-photos,Done
183,Other,"8b. Client Dashboard – Maintenance Photos",GET,/api/maintenance-photos/visit/{id},Done
184,Other,"8b. Client Dashboard – Maintenance Photos",POST,/api/visits/{id}/upload-photo,Done
185,Other,"Admin (Bearer token)",DELETE,/api/admin/products/{id},Done
186,Other,"Admin (Bearer token)",GET,/api/admin/products,Done
187,Other,"Admin (Bearer token)",GET,/api/admin/products/{id},Done
188,Other,"Admin (Bearer token)",POST,/api/admin/products,Done
189,Other,"Admin (Bearer token)",POST,/api/admin/products,Done
190,Other,"Admin (Bearer token)",POST,/api/admin/products/bulk-delete,Done
191,Other,"Admin (Bearer token)",POST,/api/admin/products/bulk-update-status,Done
192,Other,"Admin (Bearer token)",POST,/api/admin/products/bulk-update-stock,Done
193,Other,"Admin (Bearer token)",POST,/api/admin/products/{id}/toggle-status,Done
194,Other,"Admin (Bearer token)",PUT,/api/admin/products/{id},Done
195,Other,"Admin - Categories",DELETE,/api/admin/categories/{id},Done
196,Other,"Admin - Categories",GET,/api/admin/categories,Done
197,Other,"Admin - Categories",GET,/api/admin/categories/{id},Done
198,Other,"Admin - Categories",POST,/api/admin/categories,Done
199,Other,"Admin - Categories",POST,/api/admin/categories/{id},Done
200,Other,"Admin - Categories",POST,/api/admin/categories/{id}/toggle-status,Done
201,Other,"Admin - Services",DELETE,/api/admin/services/{id},Done
202,Other,"Admin - Services",GET,/api/admin/services,Done
203,Other,"Admin - Services",GET,/api/admin/services/{id},Done
204,Other,"Admin - Services",POST,/api/admin/services,Done
205,Other,"Admin - Services",POST,/api/admin/services/{id},Done
206,Other,"Admin - Services",POST,/api/admin/services/{id}/toggle-status,Done
207,Other,"Alternative Routes - Supervisor (under /api/auth/supervisor)",GET,/api/auth/supervisor/areas,Done
208,Other,"Alternative Routes - Supervisor (under /api/auth/supervisor)",GET,/api/auth/supervisor/complaints,Done
209,Other,"Alternative Routes - Supervisor (under /api/auth/supervisor)",GET,/api/auth/supervisor/visits,Done
210,Other,"Alternative Routes - Supervisor (under /api/auth/supervisor)",GET,/api/auth/supervisor/visits/{id},Done
211,Other,"Alternative Routes - Supervisor (under /api/auth/supervisor)",POST,/api/auth/supervisor/complaints/{id}/escalate,Done
212,Other,"Alternative Routes - Supervisor (under /api/auth/supervisor)",POST,/api/auth/supervisor/visits/{id}/finalize,Done
213,Other,"Alternative Routes - Supervisor (under /api/auth/supervisor)",POST,/api/auth/supervisor/visits/{id}/recommend,Done
214,Other,"Alternative Routes - Supervisor (under /api/auth/supervisor)",POST,/api/auth/supervisor/visits/{id}/status,Done
215,Other,"Alternative Routes - Technician (under /api/auth/tech)",GET,/api/auth/tech/visits,Done
216,Other,"Alternative Routes - Technician (under /api/auth/tech)",POST,/api/auth/tech/visits/{id}/accept,Done
217,Other,"Alternative Routes - Technician (under /api/auth/tech)",POST,/api/auth/tech/visits/{id}/complete,Done
218,Other,"Alternative Routes - Technician (under /api/auth/tech)",POST,/api/auth/tech/visits/{id}/photos,Done
219,Other,"Alternative Routes - Technician (under /api/auth/tech)",POST,/api/auth/tech/visits/{id}/start,Done
220,Other,Areas,DELETE,/api/areas/{id},Done
221,Other,Areas,GET,/api/areas,Done
222,Other,Areas,GET,/api/areas/{id},Done
223,Other,Areas,POST,/api/areas,Done
224,Other,Areas,PUT,/api/areas/{id},Done
225,Other,Complaints,DELETE,/api/auth/complaints/{id},Done
226,Other,Complaints,GET,/api/auth/complaints,Done
227,Other,Complaints,GET,/api/auth/complaints/{id},Done
228,Other,Complaints,POST,/api/auth/complaints,Done
229,Other,Complaints,PUT,/api/auth/complaints/{id},Done
230,Other,"Exclusive Offers",DELETE,/api/admin/exclusive-offers/{id},Done
231,Other,"Exclusive Offers",GET,/api/admin/exclusive-offers,Done
232,Other,"Exclusive Offers",GET,/api/admin/exclusive-offers/{id},Done
233,Other,"Exclusive Offers",GET,/api/exclusive-offers,Done
234,Other,"Exclusive Offers",GET,/api/exclusive-offers/{id},Done
235,Other,"Exclusive Offers",POST,/api/admin/exclusive-offers,Done
236,Other,"Exclusive Offers",POST,/api/admin/exclusive-offers/{id},Done
237,Other,Notifications,GET,/api/notifications,Done
238,Other,Notifications,POST,/api/notifications/mark-all-read,Done
239,Other,Notifications,POST,/api/notifications/{id}/mark-read,Done
240,Other,"Payment (Checkout.com)",POST,/api/shop/webhooks/checkout-com,Done
241,Other,"Public (no auth)",GET,/api/shop/products,Done
242,Other,"Public (no auth)",GET,/api/shop/products,Done
243,Other,"Public (no auth)",GET,/api/shop/products/categories,Done
244,Other,"Public (no auth)",GET,/api/shop/products/category/{id},Done
245,Other,"Public (no auth)",GET,/api/shop/products/featured,Done
246,Other,"Public (no auth)",GET,/api/shop/products/{id},Done
247,Other,"Services (Public)",GET,/api/services,Done
248,Other,"Services (Public)",GET,/api/services/categories,Done
249,Other,"Services (Public)",GET,/api/services/category/{id},Done
250,Other,"Services (Public)",GET,/api/services/products,Done
251,Other,"Services (Public)",GET,/api/services/{id},Done
252,Other,"Services (Public)",GET,/api/services/{id}/products,Done
253,Other,Tips,DELETE,/api/tips/{id},Done
254,Other,Tips,GET,/api/tips,Done
255,Other,Tips,GET,/api/tips/{id},Done
256,Other,Tips,POST,/api/tips,Done
257,Other,Tips,PUT,/api/tips/{id},Done
258,Other,"User Addresses",DELETE,/api/user/addresses/{id},Done
259,Other,"User Addresses",GET,/api/user/addresses,Done
260,Other,"User Addresses",POST,/api/user/addresses,Done
261,Other,"User Addresses",POST,/api/user/addresses/{id},Done
262,Other,"User Notifications",GET,/api/user/notifications,Done
263,Other,"User Notifications",POST,/api/user/notifications/clear-all,Done
264,Other,"User Notifications",POST,/api/user/notifications/read-all,Done
265,Other,"User Notifications",POST,/api/user/notifications/{id}/read,Done
266,Other,"User Payment Methods",GET,/api/user/payment-methods,Done
267,Other,"User Profile",GET,/api/user/profile,Done
268,Other,"User Profile",PUT,/api/user/profile,Done
269,Supervisor,"A. Dashboard",GET,/api/supervisor/dashboard/alerts,Done
270,Supervisor,"A. Dashboard",GET,/api/supervisor/dashboard/kpis,Done
271,Supervisor,"A. Dashboard",GET,/api/supervisor/dashboard/summary,Done
272,Supervisor,"A. Dashboard",GET,/api/supervisor/dashboard/team-status,Done
273,Supervisor,"B. Team Stats",GET,/api/supervisor/team/attendance,Done
274,Supervisor,"B. Team Stats",GET,/api/supervisor/team/performance,Done
275,Supervisor,"B. Team Stats",GET,/api/supervisor/team/statistics,Done
276,Supervisor,"B. Team Stats",GET,/api/supervisor/team/workload,Done
277,Supervisor,"C. Assign Tasks",GET,/api/supervisor/assignments/pending,Done
278,Supervisor,"C. Assign Tasks",POST,/api/supervisor/assignments,Done
279,Supervisor,"C. Assign Tasks",POST,/api/supervisor/assignments/{id},Done
280,Supervisor,"C. Assign Tasks",POST,/api/supervisor/assignments/{id}/reassign,Done
281,Supervisor,"C. Assign Tasks",PUT,/api/supervisor/assignments/{id},Done
282,Supervisor,"D. Reports",GET,/api/supervisor/reports,Done
283,Supervisor,"D. Reports",GET,/api/supervisor/reports/{id},Done
284,Supervisor,"D. Reports",GET,/api/supervisor/reports/{id}/download,Done
285,Supervisor,"D. Reports",GET,/api/supervisor/visits/{id},Done
286,Supervisor,"D. Reports",POST,/api/supervisor/reports/generate,Done
287,Supervisor,"D. Reports",POST,/api/supervisor/visits/{id}/finalize,Done
288,Supervisor,"D. Reports",POST,/api/supervisor/visits/{id}/recommend,Done
289,Supervisor,"E. Profile",GET,/api/supervisor/profile,Done
290,Supervisor,"E. Profile",GET,/api/supervisor/profile/preferences,Done
291,Supervisor,"E. Profile",POST,/api/supervisor/profile/password,Done
292,Supervisor,"E. Profile",PUT,/api/supervisor/profile,Done
293,Supervisor,Profile,PUT,/api/supervisor/profile/password,Pending
294,System,"1. Health Check - START HERE",GET,/api/health,Done
295,System,"2. Authentication",POST,/api/auth/login,Done
296,System,"2. Authentication",POST,/api/auth/register,Done
297,Technician,"9. Technician Dashboard – All APIs (Technician Only)",DELETE,/api/visits/{id}/photos/{id},Done
298,Technician,"9. Technician Dashboard – All APIs (Technician Only)",GET,/api/tech/visits,Done
299,Technician,"9. Technician Dashboard – All APIs (Technician Only)",POST,/api/tech/visits/{id}/accept,Done
300,Technician,"9. Technician Dashboard – All APIs (Technician Only)",POST,/api/tech/visits/{id}/complete,Done
301,Technician,"9. Technician Dashboard – All APIs (Technician Only)",POST,/api/tech/visits/{id}/photos,Done
302,Technician,"9. Technician Dashboard – All APIs (Technician Only)",POST,/api/tech/visits/{id}/start,Done
303,Technician,"Availability & Scheduling",POST,/api/technician/vacations,Pending
304,Technician,"Earnings & Payout",GET,/api/technician/payouts/{id},Pending
305,Technician,"Earnings & Payout",POST,/api/technician/payouts/request,Pending
306,Technician,"Job History",GET,/api/technician/jobs/history/export,Pending
307,Technician,"Job History",GET,/api/technician/jobs/{id},Pending
308,Technician,"Tasks Management",POST,/api/technician/tasks/{id}/accept|/api/technician/tasks/{id}/reject,Pending
309,Technician,"Technician Dashboard (Full API)",DELETE,/api/technician/bank-accounts/{id},Done
310,Technician,"Technician Dashboard (Full API)",GET,/api/technician/availability,Done
311,Technician,"Technician Dashboard (Full API)",GET,/api/technician/bank-accounts,Done
312,Technician,"Technician Dashboard (Full API)",GET,/api/technician/dashboard,Done
313,Technician,"Technician Dashboard (Full API)",GET,/api/technician/jobs,Done
314,Technician,"Technician Dashboard (Full API)",GET,/api/technician/jobs/status-counts,Done
315,Technician,"Technician Dashboard (Full API)",GET,/api/technician/notifications,Done
316,Technician,"Technician Dashboard (Full API)",GET,/api/technician/payout-summary,Done
317,Technician,"Technician Dashboard (Full API)",GET,/api/technician/payouts,Done
318,Technician,"Technician Dashboard (Full API)",GET,/api/technician/profile,Done
319,Technician,"Technician Dashboard (Full API)",GET,/api/technician/schedule,Done
320,Technician,"Technician Dashboard (Full API)",GET,/api/technician/service-areas,Done
321,Technician,"Technician Dashboard (Full API)",GET,/api/technician/settings/payout,Done
322,Technician,"Technician Dashboard (Full API)",GET,/api/technician/specializations,Done
323,Technician,"Technician Dashboard (Full API)",GET,/api/technician/support/faqs,Done
324,Technician,"Technician Dashboard (Full API)",GET,/api/technician/support/help-center,Done
325,Technician,"Technician Dashboard (Full API)",GET,/api/technician/tasks,Done
326,Technician,"Technician Dashboard (Full API)",GET,/api/technician/tasks,Done
327,Technician,"Technician Dashboard (Full API)",GET,/api/technician/tasks,Done
328,Technician,"Technician Dashboard (Full API)",GET,/api/technician/tasks/{id},Done
329,Technician,"Technician Dashboard (Full API)",GET,/api/technician/tasks/{id}/detail,Done
330,Technician,"Technician Dashboard (Full API)",POST,/api/tech/visits/{id}/photos,Done
331,Technician,"Technician Dashboard (Full API)",POST,/api/technician/bank-accounts,Done
332,Technician,"Technician Dashboard (Full API)",POST,/api/technician/notifications/read-all,Done
333,Technician,"Technician Dashboard (Full API)",POST,/api/technician/notifications/{id}/read,Done
334,Technician,"Technician Dashboard (Full API)",POST,/api/technician/profile,Done
335,Technician,"Technician Dashboard (Full API)",POST,/api/technician/specializations,Done
336,Technician,"Technician Dashboard (Full API)",POST,/api/technician/support/tickets,Done
337,Technician,"Technician Dashboard (Full API)",POST,/api/technician/tasks/{id}/accept,Done
338,Technician,"Technician Dashboard (Full API)",POST,/api/technician/tasks/{id}/reject,Done
339,Technician,"Technician Dashboard (Full API)",PUT,/api/technician/availability,Done
340,Technician,"Technician Dashboard (Full API)",PUT,/api/technician/bank-accounts/{id},Done
341,Technician,"Technician Dashboard (Full API)",PUT,/api/technician/profile,Done
342,Technician,"Technician Dashboard (Full API)",PUT,/api/technician/service-areas,Done
343,Technician,"Technician Dashboard (Full API)",PUT,/api/technician/settings/payout,Done
344,Technician,"Technician Dashboard (Full API)",PUT,/api/technician/tasks/{id}/status,Done
