SNo,Dashboard,Module,Method,Endpoint,Status
62,Supervisor,Team Statistics,GET,/api/supervisor/team/performance,Not Started
63,Supervisor,Team Statistics,GET,/api/supervisor/team/attendance,Not Started
64,Supervisor,Team Statistics,GET,/api/supervisor/team/workload,Not Started
65,Supervisor,Assign Technician,GET,/api/supervisor/assignments/pending,Not Started
66,Supervisor,Assign Technician,POST,/api/supervisor/assignments,Not Started
67,Supervisor,Assign Technician,PUT,/api/supervisor/assignments/{id},Not Started
68,Supervisor,Assign Technician,POST,/api/supervisor/assignments/{id}/reassign,Not Started
69,Supervisor,Reports,GET,/api/supervisor/reports,Not Started
70,Supervisor,Reports,POST,/api/supervisor/reports/generate,Not Started
71,Supervisor,Reports,GET,/api/supervisor/reports/{id},Not Started
72,Supervisor,Reports,GET,/api/supervisor/reports/{id}/download,Not Started
73,Supervisor,Profile,GET,/api/supervisor/profile,Not Started
74,Supervisor,Profile,PUT,/api/supervisor/profile,Not Started
75,Supervisor,Profile,PUT,/api/supervisor/profile/password,Not Started
76,Supervisor,Profile,GET,/api/supervisor/profile/preferences,Not Started
77,HR Manager,Dashboard Overview,GET,/api/hr/dashboard/summary,Not Started
78,HR Manager,Dashboard Overview,GET,/api/hr/dashboard/kpis,Not Started
79,HR Manager,Dashboard Overview,GET,/api/hr/dashboard/attendance-overview,Not Started
80,HR Manager,Dashboard Overview,GET,/api/hr/dashboard/alerts,Not Started
81,HR Manager,Employee Management Expansion,GET,/api/hr/employees,Not Started
82,HR Manager,Employee Management Expansion,POST,/api/hr/employees,Not Started
83,HR Manager,Employee Management Expansion,GET,/api/hr/employees/{id},Not Started
84,HR Manager,Employee Management Expansion,PUT,/api/hr/employees/{id},Not Started
85,HR Manager,Employee Management Expansion,DELETE,/api/hr/employees/{id},Not Started
86,HR Manager,Employee Management Expansion,POST,/api/hr/employees/{id}/status,Not Started
87,HR Manager,Leave Request System,GET,/api/hr/leaves,Not Started
88,HR Manager,Leave Request System,POST,/api/hr/leaves,Not Started
89,HR Manager,Leave Request System,GET,/api/hr/leaves/{id},Not Started
90,HR Manager,Leave Request System,PUT,/api/hr/leaves/{id},Not Started
91,HR Manager,Leave Request System,DELETE,/api/hr/leaves/{id},Not Started
92,HR Manager,Leave Request System,GET,/api/hr/leaves/balance/{employeeId},Not Started
93,HR Manager,Leave Approve/Reject,POST,/api/hr/leaves/{id}/approve,Not Started
94,HR Manager,Leave Approve/Reject,POST,/api/hr/leaves/{id}/reject,Not Started
95,HR Manager,Leave Approve/Reject,POST,/api/hr/leaves/{id}/cancel,Not Started
96,HR Manager,Leave Approve/Reject,GET,/api/hr/leaves/pending-approvals,Not Started
97,HR Manager,Visit Assignments,GET,/api/hr/visit-assignments,Not Started
98,HR Manager,Visit Assignments,POST,/api/hr/visit-assignments,Not Started
99,HR Manager,Visit Assignments,PUT,/api/hr/visit-assignments/{id},Not Started
100,HR Manager,Visit Assignments,DELETE,/api/hr/visit-assignments/{id},Not Started
101,HR Manager,Reports,GET,/api/hr/reports,Not Started
102,HR Manager,Reports,POST,/api/hr/reports/generate,Not Started
103,HR Manager,Reports,GET,/api/hr/reports/{id}/download,Not Started
104,HR Manager,Profile,GET,/api/hr/profile,Not Started
105,HR Manager,Profile,PUT,/api/hr/profile,Not Started
106,HR Manager,Profile,PUT,/api/hr/profile/password,Not Started


