SNo,Dashboard,Module,Method,Endpoint,Status
50,Area Manager,Team Leaders Management,DELETE,/api/area-manager/team-leaders/{id},Pending
51,Area Manager,Region Map,GET,/api/area-manager/regions,Pending
52,Area Manager,Region Map,GET,/api/area-manager/regions/{id}/map-data,Pending
53,Area Manager,Region Map,GET,/api/area-manager/regions/{id}/live-status,Pending
54,Area Manager,Region Map,GET,/api/area-manager/regions/{id}/technicians,Pending
55,Area Manager,Analytics,GET,/api/area-manager/analytics/performance,Pending
56,Area Manager,Analytics,GET,/api/area-manager/analytics/visits,Pending
57,Area Manager,Analytics,GET,/api/area-manager/analytics/revenue,Pending
58,Area Manager,Analytics,GET,/api/area-manager/analytics/customer-satisfaction,Pending
59,Area Manager,Reports,GET,/api/area-manager/reports,Pending
60,Area Manager,Reports,POST,/api/area-manager/reports/generate,Pending
61,Area Manager,Reports,GET,/api/area-manager/reports/{id},Pending
62,Area Manager,Reports,GET,/api/area-manager/reports/{id}/download,Pending
63,Area Manager,Profile,GET,/api/area-manager/profile,Pending
64,Area Manager,Profile,PUT,/api/area-manager/profile,Pending
65,Area Manager,Profile,PUT,/api/area-manager/profile/password,Pending
66,Supervisor,Dashboard Overview,GET,/api/supervisor/dashboard/summary,Completed
67,Supervisor,Dashboard Overview,GET,/api/supervisor/dashboard/kpis,Completed
68,Supervisor,Dashboard Overview,GET,/api/supervisor/dashboard/team-status,Completed
69,Supervisor,Dashboard Overview,GET,/api/supervisor/dashboard/alerts,Completed
70,Supervisor,Team Statistics,GET,/api/supervisor/team/statistics,Completed
71,Supervisor,Team Statistics,GET,/api/supervisor/team/performance,Completed
72,Supervisor,Team Statistics,GET,/api/supervisor/team/attendance,Completed
73,Supervisor,Team Statistics,GET,/api/supervisor/team/workload,Completed
74,Supervisor,Assign Technician,GET,/api/supervisor/assignments/pending,Completed
75,Supervisor,Assign Technician,POST,/api/supervisor/assignments,Completed
76,Supervisor,Assign Technician,PUT,/api/supervisor/assignments/{id},Completed
77,Supervisor,Assign Technician,POST,/api/supervisor/assignments/{id}/reassign,Completed
78,Supervisor,Reports,GET,/api/supervisor/reports,Completed
79,Supervisor,Reports,POST,/api/supervisor/reports/generate,Completed
80,Supervisor,Reports,GET,/api/supervisor/reports/{id},Completed
81,Supervisor,Reports,GET,/api/supervisor/reports/{id}/download,Completed
82,Supervisor,Profile,GET,/api/supervisor/profile,Completed
83,Supervisor,Profile,PUT,/api/supervisor/profile,Completed
84,Supervisor,Profile,PUT,/api/supervisor/profile/password,Completed
85,Supervisor,Profile,GET,/api/supervisor/profile/preferences,Completed
86,HR Manager,Dashboard Overview,GET,/api/hr/dashboard/summary,Pending
87,HR Manager,Dashboard Overview,GET,/api/hr/dashboard/kpis,Pending
88,HR Manager,Dashboard Overview,GET,/api/hr/dashboard/attendance-overview,Pending
89,HR Manager,Dashboard Overview,GET,/api/hr/dashboard/alerts,Pending
90,HR Manager,Employee Management Expansion,GET,/api/hr/employees,Pending
91,HR Manager,Employee Management Expansion,POST,/api/hr/employees,Pending
92,HR Manager,Employee Management Expansion,GET,/api/hr/employees/{id},Pending
93,HR Manager,Employee Management Expansion,PUT,/api/hr/employees/{id},Pending
94,HR Manager,Employee Management Expansion,DELETE,/api/hr/employees/{id},Pending
95,HR Manager,Employee Management Expansion,POST,/api/hr/employees/{id}/status,Pending
96,HR Manager,Leave Request System,GET,/api/hr/leaves,Pending
97,HR Manager,Leave Request System,POST,/api/hr/leaves,Pending
98,HR Manager,Leave Request System,GET,/api/hr/leaves/{id},Pending
99,HR Manager,Leave Request System,PUT,/api/hr/leaves/{id},Pending
100,HR Manager,Leave Request System,DELETE,/api/hr/leaves/{id},Pending
101,HR Manager,Leave Request System,GET,/api/hr/leaves/balance/{employeeId},Pending
102,HR Manager,Leave Approve/Reject,POST,/api/hr/leaves/{id}/approve,Pending
103,HR Manager,Leave Approve/Reject,POST,/api/hr/leaves/{id}/reject,Pending
104,HR Manager,Leave Approve/Reject,POST,/api/hr/leaves/{id}/cancel,Pending
105,HR Manager,Leave Approve/Reject,GET,/api/hr/leaves/pending-approvals,Pending
106,HR Manager,Visit Assignments,GET,/api/hr/visit-assignments,Pending
107,HR Manager,Visit Assignments,POST,/api/hr/visit-assignments,Pending
108,HR Manager,Visit Assignments,PUT,/api/hr/visit-assignments/{id},Pending
109,HR Manager,Visit Assignments,DELETE,/api/hr/visit-assignments/{id},Pending
110,HR Manager,Reports,GET,/api/hr/reports,Pending
111,HR Manager,Reports,POST,/api/hr/reports/generate,Pending
112,HR Manager,Reports,GET,/api/hr/reports/{id}/download,Pending
113,HR Manager,Profile,GET,/api/hr/profile,Pending
114,HR Manager,Profile,PUT,/api/hr/profile,Pending
115,HR Manager,Profile,PUT,/api/hr/profile/password,Pending
