SNo,Dashboard,Module,Method,Endpoint,Status
76,Technician,"6. Technician Dashboard (Full API)",GET,/api/technician/notifications,Done
77,Technician,"6. Technician Dashboard (Full API)",GET,/api/technician/payout-summary,Done
78,Technician,"6. Technician Dashboard (Full API)",GET,/api/technician/payouts,Done
79,Technician,"6. Technician Dashboard (Full API)",GET,/api/technician/profile,Done
80,Technician,"6. Technician Dashboard (Full API)",GET,/api/technician/schedule,Done
81,Technician,"6. Technician Dashboard (Full API)",GET,/api/technician/service-areas,Done
82,Technician,"6. Technician Dashboard (Full API)",GET,/api/technician/settings/payout,Done
83,Technician,"6. Technician Dashboard (Full API)",GET,/api/technician/specializations,Done
84,Technician,"6. Technician Dashboard (Full API)",GET,/api/technician/support/faqs,Done
85,Technician,"6. Technician Dashboard (Full API)",GET,/api/technician/support/help-center,Done
86,Technician,"6. Technician Dashboard (Full API)",GET,/api/technician/tasks,Done
87,Technician,"6. Technician Dashboard (Full API)",GET,/api/technician/tasks/{id},Done
88,Technician,"6. Technician Dashboard (Full API)",GET,/api/technician/tasks/{id}/detail,Done
89,Technician,"6. Technician Dashboard (Full API)",POST,/api/technician/bank-accounts,Done
90,Technician,"6. Technician Dashboard (Full API)",POST,/api/technician/notifications/read-all,Done
91,Technician,"6. Technician Dashboard (Full API)",POST,/api/technician/notifications/clear-all,Done
92,Technician,"6. Technician Dashboard (Full API)",POST,/api/technician/notifications/{id}/read,Done
93,Technician,"6. Technician Dashboard (Full API)",POST,/api/technician/profile,Done
94,Technician,"6. Technician Dashboard (Full API)",POST,/api/technician/specializations,Done
95,Technician,"6. Technician Dashboard (Full API)",POST,/api/technician/support/tickets,Done
96,Technician,"6. Technician Dashboard (Full API)",POST,/api/technician/tasks/{id}/accept,Done
97,Technician,"6. Technician Dashboard (Full API)",POST,/api/technician/tasks/{id}/reject,Done
98,Technician,"6. Technician Dashboard (Full API)",PUT,/api/technician/availability,Done
99,Technician,"6. Technician Dashboard (Full API)",PUT,/api/technician/bank-accounts/{id},Done
100,Technician,"6. Technician Dashboard (Full API)",PUT,/api/technician/profile,Done
101,Technician,"6. Technician Dashboard (Full API)",PUT,/api/technician/service-areas,Done
102,Technician,"6. Technician Dashboard (Full API)",PUT,/api/technician/settings/payout,Done
103,Technician,"6. Technician Dashboard (Full API)",PUT,/api/technician/tasks/{id}/status,Done
104,Technician,"6. Technician Dashboard (Full API)",DELETE,/api/technician/bank-accounts/{id},Done
105,Supervisor,"1. A. Dashboard",GET,/api/supervisor/dashboard/alerts,Done
106,Supervisor,"1. A. Dashboard",GET,/api/supervisor/dashboard/kpis,Done
107,Supervisor,"1. A. Dashboard",GET,/api/supervisor/dashboard/summary,Done
108,Supervisor,"1. A. Dashboard",GET,/api/supervisor/dashboard/team-status,Done
109,Supervisor,"2. B. Team Stats",GET,/api/supervisor/team/attendance,Done
110,Supervisor,"2. B. Team Stats",GET,/api/supervisor/team/performance,Done
111,Supervisor,"2. B. Team Stats",GET,/api/supervisor/team/statistics,Done
112,Supervisor,"2. B. Team Stats",GET,/api/supervisor/team/workload,Done
113,Supervisor,"3. C. Assign Tasks",GET,/api/supervisor/assignments/pending,Done
114,Supervisor,"3. C. Assign Tasks",POST,/api/supervisor/assignments,Done
115,Supervisor,"3. C. Assign Tasks",POST,/api/supervisor/assignments/{id},Done
116,Supervisor,"3. C. Assign Tasks",POST,/api/supervisor/assignments/{id}/reassign,Done
117,Supervisor,"3. C. Assign Tasks",PUT,/api/supervisor/assignments/{id},Done
118,Supervisor,"4. D. Reports",GET,/api/supervisor/reports,Done
119,Supervisor,"4. D. Reports",GET,/api/supervisor/reports/{id},Done
120,Supervisor,"4. D. Reports",GET,/api/supervisor/reports/{id}/download,Done
121,Supervisor,"4. D. Reports",GET,/api/supervisor/visits/{id},Done
122,Supervisor,"4. D. Reports",POST,/api/supervisor/reports/generate,Done
123,Supervisor,"4. D. Reports",POST,/api/supervisor/visits/{id}/finalize,Done
124,Supervisor,"4. D. Reports",POST,/api/supervisor/visits/{id}/recommend,Done
125,Supervisor,"5. E. Profile",GET,/api/supervisor/profile,Done
126,Supervisor,"5. E. Profile",GET,/api/supervisor/profile/preferences,Done
127,Supervisor,"5. E. Profile",POST,/api/supervisor/profile/password,Done
128,Supervisor,"5. E. Profile",PUT,/api/supervisor/profile,Done
129,Supervisor,"6. Profile",PUT,/api/supervisor/profile/password,Pending
130,Admin,"1. Reports Management",GET,/api/admin/reports,Done
131,Admin,"1. Reports Management",GET,/api/admin/reports/1,Done
132,Admin,"1. Reports Management",GET,/api/admin/reports/1/download,Done
133,Admin,"1. Reports Management",GET,/api/admin/reports/statistics,Done
135,Admin,"1. Reports Management",POST,/api/admin/reports/generate,Done
136,Admin,"1. Reports Management",POST,/api/admin/reports/schedule,Done
137,Admin,"1. Reports Management",DELETE,/api/admin/reports/1,Done
138,Admin,"1. Reports Management",DELETE,/api/admin/reports/1/cancel,Done
139,Admin,"2. Settings (Mobile)",GET,/api/admin/settings,Done
140,Admin,"2. Settings (Mobile)",GET,/api/admin/settings/debug-logs,Done
141,Admin,"2. Settings (Mobile)",GET,/api/admin/settings/language,Done
142,Admin,"2. Settings (Mobile)",GET,/api/admin/settings/legal,Done
143,Admin,"2. Settings (Mobile)",GET,/api/admin/settings/payment,Done
144,Admin,"2. Settings (Mobile)",GET,/api/admin/settings/shop,Done
145,Admin,"2. Settings (Mobile)",GET,/api/admin/settings/system,Done
146,Admin,"2. Settings (Mobile)",GET,/api/admin/settings/theme,Done
147,Admin,"2. Settings (Mobile)",POST,/api/admin/settings/export-data,Done
148,Admin,"2. Settings (Mobile)",PUT,/api/admin/settings/language,Done
149,Admin,"2. Settings (Mobile)",PUT,/api/admin/settings/payment,Done
150,Admin,"2. Settings (Mobile)",PUT,/api/admin/settings/shop,Done
151,Admin,"2. Settings (Mobile)",PUT,/api/admin/settings/system,Done
152,Admin,"2. Settings (Mobile)",PUT,/api/admin/settings/theme,Done
153,Admin,"3. Stats, Users & HR",GET,/api/admin/dashboard/profile,Done
154,Admin,"3. Stats, Users & HR",PUT,/api/admin/dashboard/profile,Done
155,Admin,"3. Stats, Users & HR",POST,/api/admin/dashboard/profile,Done
156,Admin,"3. Stats, Users & HR",GET,/api/admin/dashboard/quick-overview,Done
157,Admin,"3. Stats, Users & HR",GET,/api/admin/dashboard/recent-activities,Done
158,Admin,"3. Stats, Users & HR",GET,/api/admin/dashboard/statistics,Done
159,Admin,"3. Stats, Users & HR",GET,/api/admin/dashboard/top-selling-products,Done
160,Admin,"3. Stats, Users & HR",GET,/api/admin/hr/employees,Done
161,Admin,"3. Stats, Users & HR",GET,/api/admin/hr/employees/{id},Done
162,Admin,"3. Stats, Users & HR",GET,/api/admin/roles,Done
163,Admin,"3. Stats, Users & HR",GET,/api/admin/users,Done
164,Admin,"3. Stats, Users & HR",GET,/api/admin/users/statistics,Done
165,Admin,"3. Stats, Users & HR",GET,/api/admin/users/{id},Done
166,Admin,"3. Stats, Users & HR",POST,/api/admin/hr/employees,Done
167,Admin,"3. Stats, Users & HR",POST,/api/admin/roles,Done
168,Admin,"3. Stats, Users & HR",POST,/api/admin/users,Done
169,Admin,"3. Stats, Users & HR",PUT,/api/admin/hr/employees/{id},Done
170,Admin,"3. Stats, Users & HR",PUT,/api/admin/users/{id},Done
171,Admin,"3. Stats, Users & HR",DELETE,/api/admin/hr/employees/{id},Done
172,Admin,"3. Stats, Users & HR",DELETE,/api/admin/users/{id},Done
173,Admin,"4. Support Tickets",GET,/api/admin/support-tickets,Done
174,Admin,"4. Support Tickets",GET,/api/admin/support-tickets/{id},Done
175,Admin,"4. Support Tickets",POST,/api/admin/support-tickets/{id}/reply,Done
176,Admin,"4. Support Tickets",PUT,/api/admin/support-tickets/{id}/status,Done
177,"Area Manager","1. Analytics",GET,/api/area-manager/analytics/customer-satisfaction,Pending
178,"Area Manager","1. Analytics",GET,/api/area-manager/analytics/performance,Pending
179,"Area Manager","1. Analytics",GET,/api/area-manager/analytics/revenue,Pending
180,"Area Manager","1. Analytics",GET,/api/area-manager/analytics/visits,Pending
181,"Area Manager","2. Dashboard Overview",GET,/api/area-manager/dashboard/active-regions,Pending
182,"Area Manager","2. Dashboard Overview",GET,/api/area-manager/dashboard/alerts,Pending
183,"Area Manager","2. Dashboard Overview",GET,/api/area-manager/dashboard/kpis,Pending
184,"Area Manager","2. Dashboard Overview",GET,/api/area-manager/dashboard/summary,Pending
185,"Area Manager","3. Profile",GET,/api/area-manager/profile,Pending
186,"Area Manager","3. Profile",PUT,/api/area-manager/profile,Pending
187,"Area Manager","3. Profile",PUT,/api/area-manager/profile/password,Pending
188,"Area Manager","4. Region Map",GET,/api/area-manager/regions,Pending
189,"Area Manager","4. Region Map",GET,/api/area-manager/regions/{id}/live-status,Pending
190,"Area Manager","4. Region Map",GET,/api/area-manager/regions/{id}/map-data,Pending
191,"Area Manager","4. Region Map",GET,/api/area-manager/regions/{id}/technicians,Pending
192,"Area Manager","5. Reports",GET,/api/area-manager/reports,Pending
193,"Area Manager","5. Reports",GET,/api/area-manager/reports/{id},Pending
194,"Area Manager","5. Reports",GET,/api/area-manager/reports/{id}/download,Pending
195,"Area Manager","5. Reports",POST,/api/area-manager/reports/generate,Pending
196,"Area Manager","6. Team Leaders Management",GET,/api/area-manager/team-leaders,Pending
197,"Area Manager","6. Team Leaders Management",GET,/api/area-manager/team-leaders/{id},Pending
198,"Area Manager","6. Team Leaders Management",POST,/api/area-manager/team-leaders,Pending
199,"Area Manager","6. Team Leaders Management",PUT,/api/area-manager/team-leaders/{id},Pending
200,"Area Manager","6. Team Leaders Management",DELETE,/api/area-manager/team-leaders/{id},Pending
201,"HR Manager","1. Dashboard Overview",GET,/api/hr/dashboard/alerts,Pending
202,"HR Manager","1. Dashboard Overview",GET,/api/hr/dashboard/attendance-overview,Pending
203,"HR Manager","1. Dashboard Overview",GET,/api/hr/dashboard/kpis,Pending
204,"HR Manager","1. Dashboard Overview",GET,/api/hr/dashboard/summary,Pending
205,"HR Manager","2. Employee Management Expansion",GET,/api/hr/employees,Pending
206,"HR Manager","2. Employee Management Expansion",GET,/api/hr/employees/{id},Pending
207,"HR Manager","2. Employee Management Expansion",POST,/api/hr/employees,Pending
208,"HR Manager","2. Employee Management Expansion",POST,/api/hr/employees/{id}/status,Pending
209,"HR Manager","2. Employee Management Expansion",PUT,/api/hr/employees/{id},Pending
210,"HR Manager","2. Employee Management Expansion",DELETE,/api/hr/employees/{id},Pending
211,"HR Manager","3. Leave Approve/Reject",GET,/api/hr/leaves/pending-approvals,Pending
212,"HR Manager","3. Leave Approve/Reject",POST,/api/hr/leaves/{id}/approve,Pending
213,"HR Manager","3. Leave Approve/Reject",POST,/api/hr/leaves/{id}/cancel,Pending
214,"HR Manager","3. Leave Approve/Reject",POST,/api/hr/leaves/{id}/reject,Pending
215,"HR Manager","4. Leave Request System",GET,/api/hr/leaves,Pending
216,"HR Manager","4. Leave Request System",GET,/api/hr/leaves/balance/{employeeId},Pending
217,"HR Manager","4. Leave Request System",GET,/api/hr/leaves/{id},Pending
218,"HR Manager","4. Leave Request System",POST,/api/hr/leaves,Pending
219,"HR Manager","4. Leave Request System",PUT,/api/hr/leaves/{id},Pending
220,"HR Manager","4. Leave Request System",DELETE,/api/hr/leaves/{id},Pending
221,"HR Manager","5. Profile",GET,/api/hr/profile,Pending
222,"HR Manager","5. Profile",PUT,/api/hr/profile,Pending
223,"HR Manager","5. Profile",PUT,/api/hr/profile/password,Pending
224,"HR Manager","6. Reports",GET,/api/hr/reports,Pending
225,"HR Manager","6. Reports",GET,/api/hr/reports/{id}/download,Pending
226,"HR Manager","6. Reports",POST,/api/hr/reports/generate,Pending
227,"HR Manager","7. Visit Assignments",GET,/api/hr/visit-assignments,Pending
228,"HR Manager","7. Visit Assignments",POST,/api/hr/visit-assignments,Pending
229,"HR Manager","7. Visit Assignments",PUT,/api/hr/visit-assignments/{id},Pending
230,"HR Manager","7. Visit Assignments",DELETE,/api/hr/visit-assignments/{id},Pending
231,Other,"1. Admin (Bearer token)",GET,/api/admin/products,Done
232,Other,"1. Admin (Bearer token)",GET,/api/admin/products/{id},Done
233,Other,"1. Admin (Bearer token)",POST,/api/admin/products,Done
234,Other,"1. Admin (Bearer token)",POST,/api/admin/products/bulk-delete,Done
235,Other,"1. Admin (Bearer token)",POST,/api/admin/products/bulk-update-status,Done
236,Other,"1. Admin (Bearer token)",POST,/api/admin/products/bulk-update-stock,Done
237,Other,"1. Admin (Bearer token)",POST,/api/admin/products/{id}/toggle-status,Done
238,Other,"1. Admin (Bearer token)",PUT,/api/admin/products/{id},Done
239,Other,"1. Admin (Bearer token)",DELETE,/api/admin/products/{id},Done
240,Other,"2. Admin - Categories",GET,/api/admin/categories,Done
241,Other,"2. Admin - Categories",GET,/api/admin/categories/{id},Done
242,Other,"2. Admin - Categories",POST,/api/admin/categories,Done
243,Other,"2. Admin - Categories",POST,/api/admin/categories/{id},Done
244,Other,"2. Admin - Categories",POST,/api/admin/categories/{id}/toggle-status,Done
245,Other,"2. Admin - Categories",DELETE,/api/admin/categories/{id},Done
246,Other,"3. Admin - Services",GET,/api/admin/services,Done
247,Other,"3. Admin - Services",GET,/api/admin/services/{id},Done
248,Other,"3. Admin - Services",POST,/api/admin/services,Done
249,Other,"3. Admin - Services",POST,/api/admin/services/{id},Done
250,Other,"3. Admin - Services",POST,/api/admin/services/{id}/toggle-status,Done
251,Other,"3. Admin - Services",DELETE,/api/admin/services/{id},Done
252,Other,"4. All Settings (One Place) [12 requests]",GET,/api/client/memberships,Done
253,Other,"4. All Settings (One Place) [12 requests]",GET,/api/support/help-center,Done
254,Other,"4. All Settings (One Place) [12 requests]",GET,/api/user/addresses,Done
255,Other,"4. All Settings (One Place) [12 requests]",GET,/api/user/notifications,Done
256,Other,"4. All Settings (One Place) [12 requests]",GET,/api/user/payment-methods,Done
257,Other,"4. All Settings (One Place) [12 requests]",GET,/api/user/profile,Done
258,Other,"4. All Settings (One Place) [12 requests]",POST,/api/support/tickets,Done
259,Other,"4. All Settings (One Place) [12 requests]",POST,/api/user/addresses,Done
260,Other,"4. All Settings (One Place) [12 requests]",POST,/api/user/notifications/clear-all,Done
261,Other,"4. All Settings (One Place) [12 requests]",POST,/api/user/profile,Done
262,Other,"4. All Settings (One Place) [12 requests]",PUT,/api/user/addresses/{id},Done
263,Other,"4. All Settings (One Place) [12 requests]",DELETE,/api/user/addresses/{id},Done
264,Other,"5. Alternative Routes - Supervisor (under /api/auth/supervisor)",GET,/api/auth/supervisor/areas,Done
265,Other,"5. Alternative Routes - Supervisor (under /api/auth/supervisor)",GET,/api/auth/supervisor/complaints,Done
266,Other,"5. Alternative Routes - Supervisor (under /api/auth/supervisor)",GET,/api/auth/supervisor/visits,Done
267,Other,"5. Alternative Routes - Supervisor (under /api/auth/supervisor)",GET,/api/auth/supervisor/visits/{id},Done
268,Other,"5. Alternative Routes - Supervisor (under /api/auth/supervisor)",POST,/api/auth/supervisor/complaints/{id}/escalate,Done
269,Other,"5. Alternative Routes - Supervisor (under /api/auth/supervisor)",POST,/api/auth/supervisor/visits/{id}/finalize,Done
270,Other,"5. Alternative Routes - Supervisor (under /api/auth/supervisor)",POST,/api/auth/supervisor/visits/{id}/recommend,Done
271,Other,"5. Alternative Routes - Supervisor (under /api/auth/supervisor)",POST,/api/auth/supervisor/visits/{id}/status,Done
272,Other,"6. Alternative Routes - Technician (under /api/auth/tech)",GET,/api/auth/tech/visits,Done
273,Other,"6. Alternative Routes - Technician (under /api/auth/tech)",POST,/api/auth/tech/visits/{id}/accept,Done
274,Other,"6. Alternative Routes - Technician (under /api/auth/tech)",POST,/api/auth/tech/visits/{id}/complete,Done
275,Other,"6. Alternative Routes - Technician (under /api/auth/tech)",POST,/api/auth/tech/visits/{id}/photos,Done
276,Other,"6. Alternative Routes - Technician (under /api/auth/tech)",POST,/api/auth/tech/visits/{id}/start,Done
277,Other,"7. Areas",GET,/api/areas,Done
278,Other,"7. Areas",GET,/api/areas/{id},Done
279,Other,"7. Areas",POST,/api/areas,Done
280,Other,"7. Areas",PUT,/api/areas/{id},Done
281,Other,"7. Areas",DELETE,/api/areas/{id},Done
282,Other,"8. Banners",GET,/api/admin/banners,Done
283,Other,"8. Banners",GET,/api/admin/banners/{id},Done
284,Other,"8. Banners",POST,/api/admin/banners,Done
285,Other,"8. Banners",POST,/api/admin/banners/update-order,Done
286,Other,"8. Banners",POST,/api/admin/banners/{id},Done
287,Other,"8. Banners",POST,/api/admin/banners/{id}/toggle-status,Done
288,Other,"8. Banners",DELETE,/api/admin/banners/{id},Done
289,Other,"9. Complaints",GET,/api/auth/complaints,Done
290,Other,"9. Complaints",GET,/api/auth/complaints/{id},Done
291,Other,"9. Complaints",POST,/api/auth/complaints,Done
292,Other,"9. Complaints",PUT,/api/auth/complaints/{id},Done
293,Other,"9. Complaints",DELETE,/api/auth/complaints/{id},Done
294,Other,"10. Exclusive Offers",GET,/api/admin/exclusive-offers,Done
295,Other,"10. Exclusive Offers",GET,/api/admin/exclusive-offers/{id},Done
296,Other,"10. Exclusive Offers",GET,/api/exclusive-offers,Done
297,Other,"10. Exclusive Offers",GET,/api/exclusive-offers/{id},Done
298,Other,"10. Exclusive Offers",POST,/api/admin/exclusive-offers,Done
299,Other,"10. Exclusive Offers",POST,/api/admin/exclusive-offers/{id},Done
300,Other,"10. Exclusive Offers",DELETE,/api/admin/exclusive-offers/{id},Done
301,Other,"11. Maintenance Photos",GET,/api/maintenance-photos,Done
302,Other,"11. Maintenance Photos",GET,/api/maintenance-photos/visit/{id},Done
303,Other,"12. Notifications",GET,/api/notifications,Done
304,Other,"12. Notifications",POST,/api/notifications/mark-all-read,Done
305,Other,"12. Notifications",POST,/api/notifications/{id}/mark-read,Done
306,Other,"13. Orders Export",GET,/api/admin/orders/export,Done
307,Other,"13. Orders Export",POST,/api/admin/orders/send-to-supplier,Done
308,Other,"14. Packages",GET,/api/admin/packages,Done
309,Other,"14. Packages",POST,/api/admin/packages,Done
310,Other,"14. Packages",PUT,/api/admin/packages/1,Done
311,Other,"15. Packages (Customer Home)",GET,/api/packages,Done
312,Other,"17. Public (no auth)",GET,/api/shop/products,Done
313,Other,"17. Public (no auth)",GET,/api/shop/products/categories,Done
314,Other,"17. Public (no auth)",GET,/api/shop/products/category/{id},Done
315,Other,"17. Public (no auth)",GET,/api/shop/products/featured,Done
316,Other,"17. Public (no auth)",GET,/api/shop/products/{id},Done
317,Other,"18. Services (Public)",GET,/api/services,Done
318,Other,"18. Services (Public)",GET,/api/services/categories,Done
319,Other,"18. Services (Public)",GET,/api/services/category/{id},Done
320,Other,"18. Services (Public)",GET,/api/services/products,Done
321,Other,"18. Services (Public)",GET,/api/services/{id},Done
322,Other,"18. Services (Public)",GET,/api/services/{id}/products,Done
323,Other,"19. Settings",GET,/api/client/settings/dashboard,Done
324,Other,"20. Tips",GET,/api/tips,Done
325,Other,"20. Tips",GET,/api/tips/{id},Done
326,Other,"20. Tips",POST,/api/tips,Done
327,Other,"20. Tips",PUT,/api/tips/{id},Done
328,Other,"20. Tips",DELETE,/api/tips/{id},Done
329,Other,"21. User Addresses",POST,/api/user/addresses/{id},Done
330,Other,"22. User Notifications",POST,/api/user/notifications/read-all,Done
331,Other,"22. User Notifications",POST,/api/user/notifications/{id}/read,Done
332,Other,"24. User Profile",PUT,/api/user/profile,Done
