SNo,Dashboard,Module,Method,Endpoint,Status
140,10. Supervisor Dashboard – All APIs,C. Assign Tasks,GET,/api/supervisor/assignments/{id},Done
141,10. Supervisor Dashboard – All APIs,C. Assign Tasks,GET,/api/supervisor/assign-tasks,Done
142,10. Supervisor Dashboard – All APIs,C. Assign Tasks,POST,/api/supervisor/assignments/{id},Done
143,10. Supervisor Dashboard – All APIs,C. Assign Tasks,POST,/api/supervisor/assignments/{id}/reassign,Done
144,10. Supervisor Dashboard – All APIs,D. Reports,GET,/api/supervisor/reports,Done
145,10. Supervisor Dashboard – All APIs,D. Reports,POST,/api/supervisor/reports/{id}/accept,Done
146,10. Supervisor Dashboard – All APIs,D. Reports,POST,/api/supervisor/reports/{id}/reject,Done
147,10. Supervisor Dashboard – All APIs,D. Reports,POST,/api/supervisor/reports/generate,Done
148,10. Supervisor Dashboard – All APIs,D. Reports,GET,/api/supervisor/reports/{id},Done
149,10. Supervisor Dashboard – All APIs,D. Reports,GET,/api/supervisor/reports/{id}/download,Done
150,10. Supervisor Dashboard – All APIs,D. Reports,GET,/api/supervisor/visits/{id},Done
151,10. Supervisor Dashboard – All APIs,D. Reports,POST,/api/supervisor/visits/{id}/recommend,Done
152,10. Supervisor Dashboard – All APIs,D. Reports,POST,/api/supervisor/visits/{id}/finalize,Done
153,10. Supervisor Dashboard – All APIs,E. Profile,GET,/api/supervisor/profile,Done
154,10. Supervisor Dashboard – All APIs,E. Profile,PUT,/api/supervisor/profile,Done
155,10. Supervisor Dashboard – All APIs,E. Profile,GET,/api/supervisor/profile/preferences,Done
156,10. Supervisor Dashboard – All APIs,F. Support Tickets (Chat),GET,/api/support/faqs,Done
157,Products - All APIs,Public (no auth),GET,/api/shop/products,Done
158,Products - All APIs,Public (no auth),GET,/api/shop/products/featured,Done
159,Products - All APIs,Public (no auth),GET,/api/shop/products/{id},Done
160,Products - All APIs,Public (no auth),GET,/api/shop/products/categories,Done
161,Products - All APIs,Public (no auth),GET,/api/shop/products/category/{id},Done
162,Products - All APIs,Admin (Bearer token),GET,/api/admin/products,Done
163,Products - All APIs,Admin (Bearer token),POST,/api/admin/products,Done
164,Products - All APIs,Admin (Bearer token),GET,/api/admin/products/{id},Done
165,Products - All APIs,Admin (Bearer token),PUT,/api/admin/products/{id},Done
166,Products - All APIs,Admin (Bearer token),DELETE,/api/admin/products/{id},Done
167,Products - All APIs,Admin (Bearer token),POST,/api/admin/products/{id}/toggle-status,Done
168,Products - All APIs,Admin (Bearer token),POST,/api/admin/products/bulk-delete,Done
169,Products - All APIs,Admin (Bearer token),POST,/api/admin/products/bulk-update-status,Done
170,Products - All APIs,Admin (Bearer token),POST,/api/admin/products/bulk-update-stock,Done
171,11. Area Manager Dashboard,11. Area Manager Dashboard,GET,/api/area-manager/dashboard/summary,Done
172,11. Area Manager Dashboard,11. Area Manager Dashboard,GET,/api/area-manager/dashboard/alerts,Done
173,11. Area Manager Dashboard,11. Area Manager Dashboard,GET,/api/area-manager/region-map,Done
174,11. Area Manager Dashboard,11. Area Manager Dashboard,GET,/api/area-manager/team-leaders,Done
175,11. Area Manager Dashboard,11. Area Manager Dashboard,GET,/api/area-manager/team-leaders/{id},Done
176,11. Area Manager Dashboard,11. Area Manager Dashboard,GET,/api/areas,Done
177,11. Area Manager Dashboard,11. Area Manager Dashboard,GET,/api/area-manager/analytics,Done
178,11. Area Manager Dashboard,11. Area Manager Dashboard,GET,/api/area-manager/reports,Done
179,11. Area Manager Dashboard,11. Area Manager Dashboard,POST,/api/area-manager/reports/generate,Done
180,11. Area Manager Dashboard,11. Area Manager Dashboard,GET,/api/area-manager/generated-reports,Done
181,11. Area Manager Dashboard,11. Area Manager Dashboard,GET,/api/area-manager/generated-reports/{id}/download,Done
182,11. Area Manager Dashboard,11. Area Manager Dashboard,GET,/api/area-manager/profile,Done
183,11. Area Manager Dashboard,11. Area Manager Dashboard,PUT,/api/area-manager/profile,Done
184,"12. Admin Dashboard – Stats, Users & HR","12. Admin Dashboard – Stats, Users & HR",GET,/api/admin/dashboard/statistics,Done
185,"12. Admin Dashboard – Stats, Users & HR","12. Admin Dashboard – Stats, Users & HR",GET,/api/admin/dashboard/recent-activities,Done
186,"12. Admin Dashboard – Stats, Users & HR","12. Admin Dashboard – Stats, Users & HR",GET,/api/admin/dashboard/quick-overview,Done
187,"12. Admin Dashboard – Stats, Users & HR","12. Admin Dashboard – Stats, Users & HR",GET,/api/admin/dashboard/profile,Done
188,"12. Admin Dashboard – Stats, Users & HR","12. Admin Dashboard – Stats, Users & HR",PUT,/api/admin/dashboard/profile,Done
189,"12. Admin Dashboard – Stats, Users & HR","12. Admin Dashboard – Stats, Users & HR",GET,/api/admin/dashboard/top-selling-products,Done
190,"12. Admin Dashboard – Stats, Users & HR","12. Admin Dashboard – Stats, Users & HR",GET,/api/admin/users/statistics,Done
191,"12. Admin Dashboard – Stats, Users & HR","12. Admin Dashboard – Stats, Users & HR",GET,/api/admin/users,Done
192,"12. Admin Dashboard – Stats, Users & HR","12. Admin Dashboard – Stats, Users & HR",POST,/api/admin/users,Done
193,"12. Admin Dashboard – Stats, Users & HR","12. Admin Dashboard – Stats, Users & HR",GET,/api/admin/users/{id},Done
194,"12. Admin Dashboard – Stats, Users & HR","12. Admin Dashboard – Stats, Users & HR",PUT,/api/admin/users/{id},Done
195,"12. Admin Dashboard – Stats, Users & HR","12. Admin Dashboard – Stats, Users & HR",DELETE,/api/admin/users/{id},Done
196,"12. Admin Dashboard – Stats, Users & HR","12. Admin Dashboard – Stats, Users & HR",GET,/api/admin/roles,Done
197,"12. Admin Dashboard – Stats, Users & HR","12. Admin Dashboard – Stats, Users & HR",POST,/api/admin/roles,Done
198,"12. Admin Dashboard – Stats, Users & HR","12. Admin Dashboard – Stats, Users & HR",GET,/api/admin/hr/employees,Done
199,"12. Admin Dashboard – Stats, Users & HR","12. Admin Dashboard – Stats, Users & HR",POST,/api/admin/hr/employees,Done
200,"12. Admin Dashboard – Stats, Users & HR","12. Admin Dashboard – Stats, Users & HR",GET,/api/admin/hr/employees/{id},Done
201,"12. Admin Dashboard – Stats, Users & HR","12. Admin Dashboard – Stats, Users & HR",PUT,/api/admin/hr/employees/{id},Done
202,"12. Admin Dashboard – Stats, Users & HR","12. Admin Dashboard – Stats, Users & HR",DELETE,/api/admin/hr/employees/{id},Done
203,13. Admin Dashboard – Reports Management,13. Admin Dashboard – Reports Management,GET,/api/admin/reports,Done
204,13. Admin Dashboard – Reports Management,13. Admin Dashboard – Reports Management,GET,/api/admin/reports/statistics,Done
205,13. Admin Dashboard – Reports Management,13. Admin Dashboard – Reports Management,POST,/api/admin/reports/generate,Done
206,13. Admin Dashboard – Reports Management,13. Admin Dashboard – Reports Management,POST,/api/admin/reports/schedule,Done
207,13. Admin Dashboard – Reports Management,13. Admin Dashboard – Reports Management,GET,/api/admin/reports/1,Done
208,13. Admin Dashboard – Reports Management,13. Admin Dashboard – Reports Management,GET,/api/admin/reports/1/download,Done
209,13. Admin Dashboard – Reports Management,13. Admin Dashboard – Reports Management,DELETE,/api/admin/reports/1/cancel,Done
211,13. Admin Dashboard – Reports Management,13. Admin Dashboard – Reports Management,DELETE,/api/admin/reports/1,Done
212,14. Admin – Support Tickets,14. Admin – Support Tickets,GET,/api/admin/support-tickets,Done
213,14. Admin – Support Tickets,14. Admin – Support Tickets,GET,/api/admin/support-tickets/{id},Done
214,14. Admin – Support Tickets,14. Admin – Support Tickets,POST,/api/admin/support-tickets/{id}/reply,Done
215,14. Admin – Support Tickets,14. Admin – Support Tickets,PUT,/api/admin/support-tickets/{id}/status,Done
216,15. Admin Dashboard – Settings (Mobile),15. Admin Dashboard – Settings (Mobile),GET,/api/admin/settings,Done
217,15. Admin Dashboard – Settings (Mobile),15. Admin Dashboard – Settings (Mobile),GET,/api/admin/settings/system,Done
218,15. Admin Dashboard – Settings (Mobile),15. Admin Dashboard – Settings (Mobile),PUT,/api/admin/settings/system,Done
219,15. Admin Dashboard – Settings (Mobile),15. Admin Dashboard – Settings (Mobile),GET,/api/admin/settings/theme,Done
220,15. Admin Dashboard – Settings (Mobile),15. Admin Dashboard – Settings (Mobile),PUT,/api/admin/settings/theme,Done
221,15. Admin Dashboard – Settings (Mobile),15. Admin Dashboard – Settings (Mobile),GET,/api/admin/settings/language,Done
222,15. Admin Dashboard – Settings (Mobile),15. Admin Dashboard – Settings (Mobile),PUT,/api/admin/settings/language,Done
223,15. Admin Dashboard – Settings (Mobile),15. Admin Dashboard – Settings (Mobile),GET,/api/admin/settings/payment,Done
224,15. Admin Dashboard – Settings (Mobile),15. Admin Dashboard – Settings (Mobile),PUT,/api/admin/settings/payment,Done
225,15. Admin Dashboard – Settings (Mobile),15. Admin Dashboard – Settings (Mobile),GET,/api/admin/settings/shop,Done
226,15. Admin Dashboard – Settings (Mobile),15. Admin Dashboard – Settings (Mobile),PUT,/api/admin/settings/shop,Done
227,15. Admin Dashboard – Settings (Mobile),15. Admin Dashboard – Settings (Mobile),GET,/api/admin/settings/legal,Done
228,15. Admin Dashboard – Settings (Mobile),15. Admin Dashboard – Settings (Mobile),POST,/api/admin/settings/export-data,Done
230,16. Other Modules,Exclusive Offers,GET,/api/exclusive-offers,Done
231,16. Other Modules,Exclusive Offers,GET,/api/exclusive-offers/{id},Done
232,16. Other Modules,Exclusive Offers,GET,/api/admin/exclusive-offers,Done
233,16. Other Modules,Exclusive Offers,POST,/api/admin/exclusive-offers,Done
234,16. Other Modules,Exclusive Offers,GET,/api/admin/exclusive-offers/{id},Done
235,16. Other Modules,Exclusive Offers,POST,/api/admin/exclusive-offers/{id},Done
236,16. Other Modules,Exclusive Offers,DELETE,/api/admin/exclusive-offers/{id},Done
237,16. Other Modules,Complaints,GET,/api/auth/complaints,Done
238,16. Other Modules,Complaints,POST,/api/auth/complaints,Done
239,16. Other Modules,Complaints,GET,/api/auth/complaints/{id},Done
240,16. Other Modules,Complaints,PUT,/api/auth/complaints/{id},Done
241,16. Other Modules,Complaints,DELETE,/api/auth/complaints/{id},Done
242,16. Other Modules,Tips,GET,/api/tips,Done
243,16. Other Modules,Tips,POST,/api/tips,Done
244,16. Other Modules,Tips,GET,/api/tips/{id},Done
245,16. Other Modules,Tips,PUT,/api/tips/{id},Done
246,16. Other Modules,Tips,DELETE,/api/tips/{id},Done
247,16. Other Modules,Notifications,GET,/api/notifications,Done
248,16. Other Modules,Notifications,POST,/api/notifications/{id}/mark-read,Done
249,16. Other Modules,Notifications,POST,/api/notifications/mark-all-read,Done
250,16. Other Modules,Admin - Categories,GET,/api/admin/categories,Done
251,16. Other Modules,Admin - Categories,POST,/api/admin/categories,Done
252,16. Other Modules,Admin - Categories,GET,/api/admin/categories/{id},Done
253,16. Other Modules,Admin - Categories,POST,/api/admin/categories/{id},Done
254,16. Other Modules,Admin - Categories,POST,/api/admin/categories/{id}/toggle-status,Done
255,16. Other Modules,Admin - Categories,DELETE,/api/admin/categories/{id},Done
256,16. Other Modules,Admin - Services,GET,/api/admin/services,Done
257,16. Other Modules,Admin - Services,POST,/api/admin/services,Done
258,16. Other Modules,Admin - Services,GET,/api/admin/services/{id},Done
259,16. Other Modules,Admin - Services,POST,/api/admin/services/{id},Done
260,16. Other Modules,Admin - Services,POST,/api/admin/services/{id}/toggle-status,Done
261,16. Other Modules,Admin - Services,DELETE,/api/admin/services/{id},Done
262,16. Other Modules,Admin - Areas (Zones),GET,/api/admin/areas,Done
263,16. Other Modules,Admin - Areas (Zones),GET,/api/admin/technicians,Done
264,16. Other Modules,Admin - Areas (Zones),GET,/api/admin/technicians-for-zones,Done
265,16. Other Modules,Admin - Areas (Zones),GET,/api/admin/supervisors-for-zones,Done
266,16. Other Modules,Admin - Areas (Zones),GET,/api/admin/supervisors,Done
267,16. Other Modules,Admin - Areas (Zones),GET,/api/admin/supervisors/{id}/team,Done
268,16. Other Modules,Admin - Areas (Zones),POST,/api/admin/supervisors/{id}/team,Done
269,16. Other Modules,Admin - Areas (Zones),DELETE,/api/admin/supervisors/{id}/team,Done
270,16. Other Modules,Admin - Areas (Zones),POST,/api/admin/areas,Done
271,16. Other Modules,Admin - Areas (Zones),GET,/api/admin/areas/{id},Done
272,16. Other Modules,Admin - Areas (Zones),POST,/api/admin/areas/{id},Done
273,16. Other Modules,Admin - Areas (Zones),DELETE,/api/admin/areas/{id},Done
274,16. Other Modules,Alternative Routes - Technician (under /api/auth/tech),GET,/api/auth/tech/visits,Done
275,16. Other Modules,Alternative Routes - Technician (under /api/auth/tech),POST,/api/auth/tech/visits/{id}/accept,Done
